日期,村里代碼,村里,病例數,上週同期,增減,增加天數,一週小計,增減
2015-10-01,6300400-012,台北市中山區圓山里,1,0,1,0,1,1
2015-10-05,6300400-013,台北市中山區劍潭里,1,0,1,0,1,1
2015-11-10,6300400-021,台北市中山區松江里,1,0,1,0,1,1
2015-11-01,6300400-022,台北市中山區新生里,1,0,1,0,1,1
2015-10-30,6300400-025,台北市中山區行仁里,1,0,1,0,1,1
2015-12-05,6300400-028,台北市中山區江寧里,1,0,1,0,1,1
2015-09-05,6300400-029,台北市中山區江山里,1,0,1,0,1,1
2015-08-11,6300400-031,台北市中山區中原里,1,0,1,0,1,1
2015-07-10,6300400-034,台北市中山區朱馥里,1,0,1,0,1,1
2015-09-16,6300400-042,台北市中山區北安里,1,0,1,0,1,1
2015-11-24,6300500-003,台北市中正區文盛里,1,0,1,0,1,1
2015-09-09,6300500-004,台北市中正區林興里,1,0,1,0,1,1
2015-10-13,6300500-006,台北市中正區頂東里,1,0,1,0,1,1
2015-11-02,6300500-016,台北市中正區愛國里,1,0,1,0,1,1
2015-09-12,6300500-019,台北市中正區南福里,1,0,1,0,1,1
2015-06-12,6300500-023,台北市中正區光復里,1,0,1,0,1,1
2015-07-27,6300500-023,台北市中正區光復里,1,0,1,0,1,1
2015-09-23,6300500-023,台北市中正區光復里,1,0,1,0,1,1
2015-10-06,6300500-023,台北市中正區光復里,1,0,1,0,1,0
2015-10-25,6300500-024,台北市中正區黎明里,1,0,1,0,1,1
2015-12-04,6300500-026,台北市中正區幸福里,1,0,1,0,1,1
2015-07-23,6300500-029,台北市中正區文北里,1,0,1,0,1,1
2015-10-04,6300600-001,台北市大同區玉泉里,1,0,1,0,1,1
2015-11-08,6300600-003,台北市大同區建功里,1,0,1,0,1,1
2015-12-04,6300600-018,台北市大同區國慶里,1,0,1,0,1,1
2015-03-10,6300600-024,台北市大同區老師里,1,0,1,0,1,1
2015-03-02,6300700-002,台北市萬華區萬壽里,1,0,1,0,1,1
2015-11-16,6300700-002,台北市萬華區萬壽里,1,0,1,0,1,1
2015-11-29,6300700-002,台北市萬華區萬壽里,1,0,1,0,1,0
2015-12-05,6300700-002,台北市萬華區萬壽里,1,0,1,0,2,2
2015-12-19,6300700-002,台北市萬華區萬壽里,1,0,1,0,1,1
2015-03-13,6300700-003,台北市萬華區西門里,1,0,1,0,1,1
2015-09-20,6300700-003,台北市萬華區西門里,1,0,1,0,1,1
2015-10-21,6300700-003,台北市萬華區西門里,1,0,1,0,1,1
2015-10-20,6300700-004,台北市萬華區新起里,1,0,1,0,1,1
2015-02-09,6300700-009,台北市萬華區仁德里,1,0,1,0,1,1
2015-09-29,6300700-011,台北市萬華區頂碩里,1,0,1,0,1,1
2015-12-04,6300700-011,台北市萬華區頂碩里,1,0,1,0,1,1
2015-10-21,6300700-014,台北市萬華區新和里,1,0,1,0,1,1
2015-09-30,6300700-026,台北市萬華區全德里,1,0,1,0,1,1
2015-09-08,6300700-027,台北市萬華區保德里,1,0,1,0,1,1
2015-09-23,6300800-002,台北市文山區景東里,1,0,1,0,1,1
2015-10-29,6300800-002,台北市文山區景東里,1,0,1,0,1,1
2015-11-21,6300800-007,台北市文山區萬有里,1,0,1,0,1,1
2015-09-04,6300800-010,台北市文山區萬年里,1,0,1,0,1,1
2015-01-17,6300800-014,台北市文山區興光里,1,0,1,0,1,1
2015-10-28,6300800-015,台北市文山區興家里,1,0,1,0,1,1
2015-11-09,6300800-018,台北市文山區興安里,1,0,1,0,1,1
2015-11-23,6300800-024,台北市文山區華興里,1,0,1,0,1,1
2015-09-24,6300800-027,台北市文山區木柵里,1,0,1,0,1,1
2015-10-02,6300800-027,台北市文山區木柵里,1,0,1,0,1,0
2015-04-17,6300800-034,台北市文山區博嘉里,1,0,1,0,1,1
2015-07-26,6300800-035,台北市文山區萬興里,1,0,1,0,1,1
2015-09-18,6300800-035,台北市文山區萬興里,1,0,1,0,1,1
2015-09-29,6300800-035,台北市文山區萬興里,1,0,1,0,1,0
2015-09-30,6300800-039,台北市文山區萬美里,1,0,1,0,1,1
2015-07-06,6300900-004,台北市南港區三重里,1,0,1,0,1,1
2015-10-26,6300900-004,台北市南港區三重里,1,0,1,0,1,1
2015-02-19,6300900-009,台北市南港區玉成里,1,0,1,0,1,1
2015-10-06,6300900-010,台北市南港區合成里,1,0,1,0,1,1
2015-11-09,6300900-012,台北市南港區萬福里,1,0,1,0,1,1
2015-10-18,6300900-014,台北市南港區百福里,1,0,1,0,1,1
2015-11-23,6300900-017,台北市南港區中研里,1,0,1,0,1,1
2015-10-12,6300900-020,台北市南港區重陽里,1,0,1,0,1,1
2015-03-03,6301000-002,台北市內湖區西康里,1,0,1,0,1,1
2015-09-14,6301000-008,台北市內湖區港華里,1,0,1,0,1,1
2015-02-07,6301000-017,台北市內湖區清白里,1,0,1,0,1,1
2015-09-08,6301000-022,台北市內湖區五分里,1,0,1,0,1,1
2015-10-01,6301000-028,台北市內湖區石潭里,1,0,1,0,1,1
2015-12-10,6301000-029,台北市內湖區湖興里,1,0,1,0,1,1
2015-03-16,6301000-034,台北市內湖區金湖里,1,0,1,0,1,1
2015-12-10,6301000-039,台北市內湖區寶湖里,1,0,1,0,1,1
2015-10-16,6301100-004,台北市士林區福德里,1,0,1,0,1,1
2015-08-12,6301100-006,台北市士林區舊佳里,1,0,1,0,1,1
2015-11-11,6301100-006,台北市士林區舊佳里,1,0,1,0,1,1
2015-09-18,6301100-008,台北市士林區後港里,1,0,1,0,1,1
2015-09-22,6301100-009,台北市士林區福中里,1,0,1,0,1,1
2015-09-18,6301100-014,台北市士林區明勝里,1,0,1,0,1,1
2015-09-12,6301100-015,台北市士林區福順里,1,0,1,0,1,1
2015-10-05,6301100-015,台北市士林區福順里,1,0,1,0,1,1
2015-09-27,6301100-017,台北市士林區葫蘆里,1,0,1,0,1,1
2015-06-26,6301100-023,台北市士林區福安里,1,0,1,0,1,1
2015-10-15,6301100-025,台北市士林區岩山里,1,0,1,0,1,1
2015-10-08,6301100-029,台北市士林區聖山里,1,0,1,0,1,1
2015-09-18,6301100-031,台北市士林區芝山里,1,0,1,0,1,1
2015-01-28,6301100-034,台北市士林區蘭雅里,1,0,1,0,1,1
2015-10-05,6301100-034,台北市士林區蘭雅里,1,0,1,0,1,1
2015-12-03,6301100-038,台北市士林區天壽里,1,0,1,0,1,1
2015-08-18,6301100-041,台北市士林區天玉里,1,0,1,0,1,1
2015-09-22,6301100-049,台北市士林區溪山里,1,0,1,0,1,1
2015-09-26,6301200-008,台北市北投區振華里,1,0,1,0,1,1
2015-10-14,6301200-008,台北市北投區振華里,1,0,1,0,1,1
2015-12-02,6301200-013,台北市北投區吉利里,1,0,1,0,1,1
2015-07-16,6301200-027,台北市北投區中心里,1,0,1,0,1,1
2015-08-20,6301200-030,台北市北投區中和里,1,0,1,0,1,1
2015-10-06,6301200-033,台北市北投區文化里,1,0,1,0,1,1
2015-05-28,6301200-037,台北市北投區一德里,1,0,1,0,1,1
2015-10-05,6800100-006,桃園市桃園區會稽里,1,0,1,0,1,1
2015-09-07,6800100-013,桃園市桃園區東門里,1,0,1,0,1,1
2015-09-23,6800100-017,桃園市桃園區中埔里,1,0,1,0,1,1
2015-08-27,6800100-020,桃園市桃園區中和里,1,0,1,0,1,1
2015-08-11,6800100-023,桃園市桃園區中山里,1,0,1,0,1,1
2015-11-19,6800100-028,桃園市桃園區玉山里,1,0,1,0,1,1
2015-10-31,6800100-034,桃園市桃園區光興里,1,0,1,0,1,1
2015-06-08,6800100-046,桃園市桃園區大興里,1,0,1,0,1,1
2015-09-14,6800100-047,桃園市桃園區春日里,1,0,1,0,1,1
2015-11-20,6800100-051,桃園市桃園區莊敬里,1,0,1,0,1,1
2015-09-08,6800100-057,桃園市桃園區大有里,1,0,1,0,1,1
2015-09-13,6800100-057,桃園市桃園區大有里,1,0,1,0,2,2
2015-10-06,6800100-057,桃園市桃園區大有里,1,0,1,0,1,1
2015-08-21,6800100-058,桃園市桃園區寶山里,1,0,1,0,1,1
2015-08-26,6800100-070,桃園市桃園區中聖里,1,0,1,0,1,1
2015-10-21,6800100-074,桃園市桃園區寶安里,1,0,1,0,1,1
2015-05-18,6800200-005,桃園市中壢區內壢里,1,0,1,0,1,1
2015-09-02,6800200-009,桃園市中壢區自強里,1,0,1,0,1,1
2015-09-08,6800200-009,桃園市中壢區自強里,1,0,1,0,2,2
2015-09-09,6800200-009,桃園市中壢區自強里,2,1,1,1,3,2
2015-09-07,6800200-012,桃園市中壢區仁美里,1,0,1,0,1,1
2015-09-10,6800200-012,桃園市中壢區仁美里,1,0,1,0,2,2
2015-09-24,6800200-018,桃園市中壢區忠義里,1,0,1,0,1,1
2015-08-08,6800200-027,桃園市中壢區內定里,1,0,1,0,1,1
2015-09-17,6800200-027,桃園市中壢區內定里,1,0,1,0,1,1
2015-09-10,6800200-036,桃園市中壢區忠福里,1,0,1,0,1,1
2015-12-09,6800200-036,桃園市中壢區忠福里,1,0,1,0,1,1
2015-11-17,6800200-039,桃園市中壢區龍東里,1,0,1,0,1,1
2015-09-02,6800200-044,桃園市中壢區五權里,1,0,1,0,1,1
2015-08-04,6800200-047,桃園市中壢區月眉里,1,0,1,0,1,1
2015-10-04,6800200-065,桃園市中壢區龍德里,1,0,1,0,1,1
2015-12-08,6800200-066,桃園市中壢區正義里,1,0,1,0,1,1
2015-09-07,6800200-072,桃園市中壢區仁福里,1,0,1,0,1,1
2015-06-23,6800200-079,桃園市中壢區健行里,1,0,1,0,1,1
2015-10-06,6800300-020,桃園市大溪區員林里,1,0,1,0,1,1
2015-10-24,6800300-025,桃園市大溪區田心里,1,0,1,0,1,1
2015-11-18,6800400-015,桃園市楊梅區梅溪里,1,0,1,0,1,1
2015-03-12,6800400-022,桃園市楊梅區員本里,1,0,1,0,1,1
2015-11-13,6800400-027,桃園市楊梅區楊明里,1,0,1,0,1,1
2015-11-18,6800500-001,桃園市蘆竹區新興里,1,0,1,0,1,1
2015-03-08,6800500-002,桃園市蘆竹區中福里,1,0,1,0,1,1
2015-09-08,6800500-007,桃園市蘆竹區南崁里,1,0,1,0,1,1
2015-12-23,6800500-008,桃園市蘆竹區錦興里,1,0,1,0,1,1
2015-10-12,6800500-018,桃園市蘆竹區南興里,1,0,1,0,1,1
2015-04-22,6800500-020,桃園市蘆竹區錦中里,1,0,1,0,1,1
2015-08-12,6800500-025,桃園市蘆竹區營盤里,1,0,1,0,1,1
2015-09-06,6800600-002,桃園市大園區田心里,1,0,1,0,1,1
2015-07-28,6800600-007,桃園市大園區埔心里,1,0,1,0,1,1
2015-10-21,6800600-007,桃園市大園區埔心里,1,0,1,0,1,1
2015-12-26,6800600-007,桃園市大園區埔心里,1,0,1,0,1,1
2015-08-25,6800600-010,桃園市大園區三石里,1,0,1,0,1,1
2015-09-04,6800700-004,桃園市龜山區大同里,1,0,1,0,1,1
2015-09-11,6800700-004,桃園市龜山區大同里,1,1,0,1,1,0
2015-11-18,6800700-006,桃園市龜山區山頂里,1,0,1,0,1,1
2015-09-11,6800700-009,桃園市龜山區公西里,1,0,1,0,1,1
2015-08-31,6800700-010,桃園市龜山區樂善里,1,0,1,0,1,1
2015-12-29,6800700-016,桃園市龜山區嶺頂里,1,0,1,0,1,1
2015-10-30,6800700-028,桃園市龜山區大華里,1,0,1,0,1,1
2015-01-29,6800700-030,桃園市龜山區新興里,1,0,1,0,1,1
2015-10-15,6800800-016,桃園市八德區大興里,1,0,1,0,1,1
2015-11-04,6800800-019,桃園市八德區大成里,1,0,1,0,1,1
2015-09-11,6800800-021,桃園市八德區大忠里,1,0,1,0,1,1
2015-06-08,6800800-024,桃園市八德區大信里,1,0,1,0,1,1
2015-11-20,6800900-001,桃園市龍潭區黃唐里,1,0,1,0,1,1
2015-11-23,6800900-002,桃園市龍潭區中山里,1,0,1,0,1,1
2015-02-15,6800900-003,桃園市龍潭區烏林里,1,0,1,0,1,1
2015-11-27,6800900-016,桃園市龍潭區三和里,1,0,1,0,1,1
2015-05-26,6801000-001,桃園市平鎮區雙連里,1,0,1,0,1,1
2015-08-26,6801000-002,桃園市平鎮區高雙里,1,0,1,0,1,1
2015-09-15,6801000-005,桃園市平鎮區義民里,1,0,1,0,1,1
2015-09-29,6801000-006,桃園市平鎮區宋屋里,1,0,1,0,1,1
2015-09-18,6801000-013,桃園市平鎮區南勢里,1,0,1,0,1,1
2015-09-11,6801000-020,桃園市平鎮區貿易里,1,0,1,0,1,1
2015-11-24,6801000-023,桃園市平鎮區建安里,1,0,1,0,1,1
2015-09-17,6801000-031,桃園市平鎮區廣達里,1,0,1,0,1,1
2015-07-28,6801000-045,桃園市平鎮區平安里,1,0,1,0,1,1
2015-02-13,6600100-004,台中市中區公園里,1,0,1,0,1,1
2015-10-24,6600100-006,台中市中區柳川里,1,0,1,0,1,1
2015-07-21,6600300-003,台中市南區南門里,1,0,1,0,1,1
2015-09-24,6600300-008,台中市南區福興里,1,0,1,0,1,1
2015-11-03,6600300-009,台中市南區福平里,1,0,1,0,1,1
2015-09-03,6600300-010,台中市南區和平里,1,0,1,0,1,1
2015-11-09,6600300-012,台中市南區樹義里,1,0,1,0,1,1
2015-12-09,6600300-012,台中市南區樹義里,1,0,1,0,1,1
2015-10-03,6600300-013,台中市南區樹德里,1,0,1,0,1,1
2015-11-17,6600300-014,台中市南區西川里,1,0,1,0,1,1
2015-09-07,6600300-016,台中市南區長榮里,1,0,1,0,1,1
2015-09-12,6600300-019,台中市南區南和里,1,0,1,0,1,1
2015-09-18,6600400-011,台中市西區民龍里,1,0,1,0,1,1
2015-09-23,6600400-017,台中市西區公正里,1,0,1,0,1,1
2015-09-08,6600500-010,台中市北區金華里,1,0,1,0,1,1
2015-10-01,6600500-013,台中市北區建興里,1,0,1,0,1,1
2015-12-09,6600500-014,台中市北區頂厝里,1,0,1,0,1,1
2015-03-30,6600500-016,台中市北區賴村里,1,0,1,0,1,1
2015-07-06,6600500-021,台中市北區健行里,1,0,1,0,1,1
2015-08-27,6600500-021,台中市北區健行里,1,0,1,0,1,1
2015-09-25,6600500-025,台中市北區賴興里,1,0,1,0,1,1
2015-09-29,6600500-025,台中市北區賴興里,1,0,1,0,2,2
2015-11-17,6600600-002,台中市西屯區西墩里,1,0,1,0,1,1
2015-11-24,6600600-005,台中市西屯區惠來里,1,0,1,0,1,1
2015-10-27,6600600-006,台中市西屯區上石里,1,0,1,0,1,1
2015-10-28,6600600-009,台中市西屯區何安里,1,0,1,0,1,1
2015-09-20,6600600-011,台中市西屯區大河里,1,0,1,0,1,1
2015-10-17,6600600-016,台中市西屯區廣福里,1,0,1,0,1,1
2015-10-14,6600600-017,台中市西屯區林厝里,1,0,1,0,1,1
2015-08-28,6600600-018,台中市西屯區永安里,1,0,1,0,1,1
2015-09-02,6600600-018,台中市西屯區永安里,1,0,1,0,2,2
2015-09-04,6600600-018,台中市西屯區永安里,1,1,0,1,2,1
2015-09-07,6600600-018,台中市西屯區永安里,1,0,1,1,3,2
2015-09-07,6600600-019,台中市西屯區福安里,1,0,1,0,1,1
2015-06-15,6600600-024,台中市西屯區西平里,1,0,1,0,1,1
2015-09-23,6600600-024,台中市西屯區西平里,1,0,1,0,1,1
2015-12-11,6600600-024,台中市西屯區西平里,1,0,1,0,1,1
2015-12-13,6600600-024,台中市西屯區西平里,1,0,1,0,2,2
2015-12-18,6600600-024,台中市西屯區西平里,1,1,0,1,2,1
2015-10-06,6600600-026,台中市西屯區至善里,1,0,1,0,1,1
2015-04-23,6600600-028,台中市西屯區上德里,1,0,1,0,1,1
2015-09-18,6600600-029,台中市西屯區逢福里,1,0,1,0,1,1
2015-08-30,6600600-032,台中市西屯區何福里,1,0,1,0,1,1
2015-11-15,6600600-032,台中市西屯區何福里,1,0,1,0,1,1
2015-09-26,6600600-035,台中市西屯區福恩里,1,0,1,0,1,1
2015-12-17,6600600-035,台中市西屯區福恩里,1,0,1,0,1,1
2015-09-25,6600600-038,台中市西屯區福林里,1,0,1,0,1,1
2015-11-08,6600600-039,台中市西屯區福雅里,1,0,1,0,1,1
2015-01-14,6600700-018,台中市南屯區向心里,1,0,1,0,1,1
2015-08-27,6600700-018,台中市南屯區向心里,1,0,1,0,1,1
2015-09-09,6600700-018,台中市南屯區向心里,1,0,1,0,1,0
